"Area.Abbreviation","Area.Code","Area","Item.Code","Item","Element.Code","Element","Unit","latitude","longitude","Year","Value","El_Nino_Year"
"IND",100,"India",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",20.59,78.96,"Y1998",8093,TRUE
"IND",100,"India",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",20.59,78.96,"Y1999",9505,FALSE
"IND",100,"India",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",20.59,78.96,"Y2000",8306,FALSE
"IND",100,"India",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",20.59,78.96,"Y2001",7857,FALSE
"IND",100,"India",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",20.59,78.96,"Y2002",8841,FALSE
"IND",100,"India",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",20.59,78.96,"Y2003",6982,FALSE
"IND",100,"India",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",20.59,78.96,"Y2004",8437,FALSE
"IND",100,"India",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",20.59,78.96,"Y2005",8059,FALSE
"IND",100,"India",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",20.59,78.96,"Y2006",8489,FALSE
"IND",100,"India",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",20.59,78.96,"Y2007",8961,FALSE
"IND",100,"India",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",20.59,78.96,"Y2008",9093,FALSE
"IND",100,"India",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",20.59,78.96,"Y2009",9906,FALSE
"IND",100,"India",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",20.59,78.96,"Y2010",9800,FALSE
"IND",100,"India",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",20.59,78.96,"Y2011",10907,FALSE
"IND",100,"India",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",20.59,78.96,"Y2012",11283,FALSE
"IND",100,"India",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",20.59,78.96,"Y2013",12596,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1961",150,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1962",85,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1963",100,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1964",45,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1965",44,TRUE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1966",65,TRUE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1967",211,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1968",502,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1969",404,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1970",501,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1971",344,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1972",480,TRUE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1973",847,TRUE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1974",752,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1975",691,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1976",933,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1977",762,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1978",790,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1979",749,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1980",1413,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1981",1337,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1982",1421,TRUE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1983",1622,TRUE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1984",1313,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1985",1206,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1986",1474,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1987",1541,TRUE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1988",1445,TRUE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1989",1688,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1990",1620,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1991",2145,TRUE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1992",2349,TRUE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1993",2427,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1994",3108,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1995",3989,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1996",3842,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1997",3385,TRUE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1998",3224,TRUE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1999",2967,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2000",3365,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2001",3348,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2002",4105,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2003",3890,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2004",4484,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2005",4537,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2006",4854,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2007",4966,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2008",4767,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2009",5087,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2010",5354,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2011",5715,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2012",6334,FALSE
"IDN",101,"Indonesia",2511,"Wheat and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2013",6360,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1961",7669,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1962",7550,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1963",7792,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1964",7873,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1965",8253,TRUE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1966",8886,TRUE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1967",9245,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1968",9897,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1969",11256,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1970",11860,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1971",12855,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1972",13583,TRUE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1973",13645,TRUE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1974",14040,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1975",15119,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1976",15530,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1977",15820,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1978",16313,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1979",17694,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1980",18183,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1981",18896,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1982",20450,TRUE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1983",20404,TRUE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1984",21141,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1985",22837,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1986",22312,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1987",24175,TRUE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1988",25121,TRUE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1989",26052,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1990",23448,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1991",23616,TRUE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1992",24375,TRUE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1993",24868,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1994",24703,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1995",25436,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1996",26451,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1997",26677,TRUE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1998",27334,TRUE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y1999",28125,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y2000",27067,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y2001",27046,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y2002",27410,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y2003",27621,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y2004",27857,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y2005",28092,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y2006",28484,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y2007",29217,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y2008",29989,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y2009",30858,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y2010",31717,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y2011",32431,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y2012",33175,FALSE
"IDN",101,"Indonesia",2805,"Rice (Milled Equivalent)",5142,"Food","1000 tonnes",-0.79,113.92,"Y2013",33637,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1961",2067,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1962",2106,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1963",2425,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1964",2425,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1965",2620,TRUE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1966",2963,TRUE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1967",2886,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1968",2462,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1969",2236,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1970",2340,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1971",2182,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1972",2481,TRUE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1973",3267,TRUE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1974",2884,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1975",2639,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1976",2418,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1977",2889,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1978",3754,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1979",3287,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1980",3441,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1981",3553,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1982",2615,TRUE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1983",4028,TRUE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1984",4251,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1985",3463,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1986",4766,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1987",4122,TRUE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1988",5237,TRUE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1989",4655,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1990",5184,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1991",5107,TRUE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1992",5477,TRUE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1993",5996,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1994",6278,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1995",6572,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1996",6767,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1997",7110,TRUE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1998",7104,TRUE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1999",6066,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2000",6338,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2001",6306,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2002",6032,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2003",6083,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2004",5940,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2005",5755,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2006",6496,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2007",6377,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2008",7395,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2009",7708,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2010",8068,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2011",8305,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2012",8764,FALSE
"IDN",101,"Indonesia",2514,"Maize and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2013",8820,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1961",48,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1962",43,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1963",47,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1964",52,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1965",59,TRUE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1966",64,TRUE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1967",72,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1968",53,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1969",88,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1970",57,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1971",105,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1972",103,TRUE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1973",146,TRUE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1974",91,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1975",102,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1976",130,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1977",213,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1978",190,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1979",168,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1980",190,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1981",187,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1982",146,TRUE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1983",204,TRUE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1984",321,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1985",315,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1986",360,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1987",297,TRUE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1988",317,TRUE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1989",439,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1990",508,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1991",386,TRUE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1992",551,TRUE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1993",622,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1994",729,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1995",867,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1996",963,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1997",734,TRUE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1998",870,TRUE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y1999",810,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2000",868,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2001",750,FALSE
"IDN",101,"Indonesia",2531,"Potatoes and products",5142,"Food","1000 tonnes",-0.79,113.92,"Y2002",823,FALSE
